Protein1	Protein2	Percent_Identity
WP_226499148.1	WP_395604790.1	96.501
WP_003726690.1	WP_026749765.1	99.2
WP_125563761.1	WP_239444717.1	99.608
WP_194868662.1	WP_239444717.1	99.706
WP_025537070.1	WP_169628612.1	99.427
WP_418841987.1	WP_418848434.1	100.0
WP_025217667.1	WP_025247959.1	99.512
WP_198015427.1	WP_201565797.1	99.693
WP_201565797.1	WP_272487607.1	99.08
WP_322871263.1	WP_390412960.1	99.412
WP_390412960.1	WP_390546903.1	99.118
WP_390412960.1	WP_397716777.1	99.118
WP_390412960.1	WP_392245564.1	99.118
WP_390412960.1	WP_399796550.1	99.118
WP_328775499.1	WP_390412960.1	98.824
WP_209521977.1	WP_390412960.1	98.824
WP_390412960.1	WP_392941092.1	97.353
WP_355796519.1	WP_390412960.1	96.25
WP_003146175.1	WP_267735833.1	98.592
WP_172488753.1	WP_201282763.1	100.0
WP_172488753.1	WP_210472969.1	100.0
WP_172488753.1	WP_210531048.1	100.0
WP_172488753.1	WP_264928071.1	100.0
WP_172488753.1	WP_196317507.1	100.0
WP_172488753.1	WP_226659826.1	100.0
WP_172488753.1	WP_224267728.1	100.0
WP_172488753.1	WP_308378298.1	99.231
WP_172488753.1	WP_348636537.1	100.0
WP_172488753.1	WP_410028803.1	100.0
WP_172488753.1	WP_180354942.1	100.0
WP_157845837.1	WP_172488753.1	100.0
WP_172488753.1	WP_319839101.1	100.0
WP_172488753.1	WP_355493117.1	100.0
WP_172488753.1	WP_407205213.1	100.0
WP_014343474.1	WP_172488753.1	100.0
WP_074160419.1	WP_172488753.1	100.0
WP_172488753.1	WP_330190108.1	100.0
WP_172488753.1	WP_214593189.1	97.692
WP_172488753.1	WP_193055528.1	97.692
WP_172488753.1	WP_183129369.1	100.0
WP_172488753.1	WP_238142485.1	100.0
WP_172488753.1	WP_218452272.1	100.0
WP_005382297.1	WP_213969442.1	99.65
WP_005396027.1	WP_213969442.1	99.301
WP_005460545.1	WP_213969442.1	97.902
WP_007664854.1	WP_368470828.1	99.76
WP_077911057.1	WP_368470828.1	95.204
WP_047367452.1	WP_259386501.1	97.753
WP_046545097.1	WP_175781038.1	97.826
WP_205013730.1	WP_238708662.1	99.094
WP_105134489.1	WP_238708662.1	98.754
WP_136628083.1	WP_238708662.1	98.641
WP_029171414.1	WP_238708662.1	98.526
WP_105120615.1	WP_238708662.1	98.411
WP_238708662.1	WP_277291519.1	98.419
WP_314862143.1	WP_314986472.1	97.761
WP_193159609.1	WP_240430052.1	99.145
WP_049204457.1	WP_240430052.1	98.58
WP_240430052.1	WP_319869696.1	98.295
WP_074026802.1	WP_240430052.1	97.151
WP_026749761.1	WP_311177626.1	99.02
WP_193863119.1	WP_342168178.1	99.829
WP_149377097.1	WP_342168178.1	99.488
WP_219606325.1	WP_342168178.1	99.317
WP_270816682.1	WP_342168178.1	98.976
WP_285160116.1	WP_342168178.1	98.805
WP_342168178.1	WP_368462366.1	98.635
WP_088244080.1	WP_342168178.1	98.464
WP_079927711.1	WP_342168178.1	98.464
WP_342168178.1	WP_393967822.1	98.294
WP_242688739.1	WP_342168178.1	95.222
WP_342168178.1	WP_420268956.1	100.0
WP_293588780.1	WP_315547910.1	95.434
WP_223569837.1	WP_286837349.1	96.024
WP_286837349.1	WP_330212085.1	95.0
WP_179296048.1	WP_210248210.1	98.204
WP_098347722.1	WP_098851807.1	97.297
WP_141953144.1	WP_375274381.1	98.639
WP_088947383.1	WP_328534847.1	99.784
WP_103289715.1	WP_122390078.1	96.392
WP_122390078.1	WP_201018178.1	96.392
WP_122390078.1	WP_175653964.1	96.134
WP_138317129.1	WP_176671532.1	98.174
WP_025217675.1	WP_176671532.1	97.26
WP_198749716.1	WP_232888411.1	99.848
WP_072447621.1	WP_294461274.1	98.936
WP_141230174.1	WP_145015109.1	97.085
WP_141230174.1	WP_282384012.1	96.413
WP_141230174.1	WP_192230125.1	96.637
WP_141230174.1	WP_325717661.1	95.74
WP_148311890.1	WP_156180618.1	96.296
WP_103075051.1	WP_386702811.1	97.253
WP_004762963.1	WP_262574219.1	99.846
WP_004762963.1	WP_078426697.1	99.386
WP_180076715.1	WP_180134746.1	97.519
WP_065236504.1	WP_140527929.1	95.902
WP_083184256.1	WP_249721220.1	95.681
WP_024648495.1	WP_249721220.1	95.55
WP_100271209.1	WP_101965262.1	99.748
WP_099808769.1	WP_101965262.1	96.519
WP_023309879.1	WP_045260073.1	99.784
WP_023309879.1	WP_232949120.1	99.352
WP_023309879.1	WP_333486119.1	99.568
WP_023309879.1	WP_136484640.1	99.352
WP_023309879.1	WP_400405767.1	98.488
WP_023309879.1	WP_320460648.1	97.629
WP_055326659.1	WP_271643763.1	98.394
WP_062794230.1	WP_369454096.1	98.851
WP_057693787.1	WP_274366559.1	97.326
WP_274366559.1	WP_350499310.1	96.791
WP_031946686.1	WP_274366559.1	95.588
WP_037432034.1	WP_261139256.1	97.701
WP_273627662.1	WP_320539110.1	100.0
WP_103510037.1	WP_392628559.1	97.753
WP_103510037.1	WP_403231020.1	96.629
WP_112375961.1	WP_115050249.1	99.725
WP_232556290.1	WP_316948687.1	99.708
WP_100676157.1	WP_232556290.1	99.415
WP_232556290.1	WP_349526222.1	99.123
WP_245503719.1	WP_246647354.1	98.905
WP_007666382.1	WP_410738621.1	99.744
WP_007666382.1	WP_096855505.1	97.99
WP_007666382.1	WP_407208828.1	97.015
WP_007666382.1	WP_248062813.1	96.535
WP_007666382.1	WP_160873643.1	98.232
WP_007666382.1	WP_345769465.1	98.462
WP_007666382.1	WP_273953990.1	100.0
WP_228128547.1	WP_336755351.1	100.0
WP_274660428.1	WP_427243421.1	96.716
WP_084212305.1	WP_201582332.1	98.077
WP_015854887.1	WP_039323770.1	96.591
WP_015854887.1	WP_103164664.1	96.591
WP_031953505.1	WP_308957092.1	96.053
WP_291095590.1	WP_294185874.1	98.069
WP_033986782.1	WP_394593907.1	100.0
WP_203328826.1	WP_394593907.1	99.115
WP_285230765.1	WP_394593907.1	99.115
WP_274978840.1	WP_313665946.1	99.851
WP_274978840.1	WP_316144969.1	98.507
WP_170050537.1	WP_274978840.1	97.463
WP_029498342.1	WP_265087712.1	99.454
WP_025983260.1	WP_029498342.1	99.454
WP_015422293.1	WP_046024141.1	99.655
WP_088947381.1	WP_328534848.1	99.816
WP_000672003.1	WP_109428883.1	95.238
WP_054041672.1	WP_408368234.1	99.267
WP_005388330.1	WP_042523173.1	99.69
WP_318619156.1	WP_346255502.1	99.638
WP_079767527.1	WP_126859666.1	99.429
WP_057061105.1	WP_133447470.1	100.0
WP_057061105.1	WP_057691087.1	100.0
WP_057061105.1	WP_078208045.1	100.0
WP_057061105.1	WP_148792969.1	100.0
WP_057061105.1	WP_057692513.1	100.0
WP_057061105.1	WP_057066348.1	100.0
WP_057061105.1	WP_099769520.1	100.0
WP_057061105.1	WP_057694244.1	100.0
WP_057061105.1	WP_068920957.1	100.0
WP_057061105.1	WP_198131398.1	100.0
WP_057061105.1	WP_057690140.1	100.0
WP_002108265.1	WP_057061105.1	100.0
WP_057061105.1	WP_198073723.1	99.659
WP_057061105.1	WP_198064314.1	99.659
WP_057061105.1	WP_099755447.1	100.0
WP_057061105.1	WP_272401256.1	100.0
WP_057061105.1	WP_171251031.1	100.0
WP_057061105.1	WP_272342476.1	100.0
WP_057061105.1	WP_198080947.1	100.0
WP_057061105.1	WP_130111491.1	100.0
WP_057061105.1	WP_265091382.1	99.582
WP_057061105.1	WP_071543116.1	99.526
WP_057061105.1	WP_260797522.1	98.592
WP_057061105.1	WP_279369674.1	100.0
WP_057061105.1	WP_228138089.1	100.0
WP_057061105.1	WP_252322637.1	100.0
WP_057061105.1	WP_260797521.1	100.0
WP_057061105.1	WP_228138786.1	100.0
WP_057061105.1	WP_264753085.1	100.0
WP_194384566.1	WP_286795680.1	98.75
WP_165505392.1	WP_222064194.1	99.71
WP_131706093.1	WP_222064194.1	99.42
WP_255245754.1	WP_281044515.1	95.706
WP_096063058.1	WP_281044515.1	95.706
WP_071002960.1	WP_286708493.1	97.163
WP_287956057.1	WP_287957519.1	98.969
WP_024731431.1	WP_196037652.1	99.783
WP_006873054.1	WP_024731431.1	99.566
WP_024731431.1	WP_195556716.1	99.783
WP_024731431.1	WP_147326821.1	99.566
WP_024731431.1	WP_302779665.1	99.349
WP_024731431.1	WP_087216740.1	99.349
WP_024731431.1	WP_418421513.1	98.478
WP_024731431.1	WP_278942989.1	97.826
WP_024731431.1	WP_195463998.1	96.522
WP_024731431.1	WP_087302589.1	96.087
WP_210190086.1	WP_404506323.1	100.0
WP_158151590.1	WP_238856278.1	99.826
WP_063855377.1	WP_248207694.1	95.156
WP_110191609.1	WP_117115353.1	99.458
WP_117115353.1	WP_117121166.1	99.639
WP_110217005.1	WP_117115353.1	99.278
WP_117115353.1	WP_373879401.1	99.602
WP_162517745.1	WP_247822361.1	97.647
WP_121373433.1	WP_134240914.1	98.876
WP_121373433.1	WP_128677676.1	95.506
WP_101613897.1	WP_190284006.1	100.0
WP_190284006.1	WP_264098416.1	99.091
WP_190284006.1	WP_336290710.1	98.636
WP_057437100.1	WP_057958022.1	98.958
WP_181620172.1	WP_275221697.1	100.0
WP_047730231.1	WP_181620172.1	100.0
WP_021160045.1	WP_124613847.1	96.933
WP_133447470.1	WP_198080947.1	100.0
WP_078208045.1	WP_198080947.1	100.0
WP_057066348.1	WP_198080947.1	100.0
WP_148792969.1	WP_198080947.1	100.0
WP_057692513.1	WP_198080947.1	100.0
WP_068920957.1	WP_198080947.1	100.0
WP_057691087.1	WP_198080947.1	100.0
WP_057694244.1	WP_198080947.1	100.0
WP_057690140.1	WP_198080947.1	100.0
WP_099755447.1	WP_198080947.1	100.0
WP_099769520.1	WP_198080947.1	100.0
WP_198080947.1	WP_198131398.1	100.0
WP_002108265.1	WP_198080947.1	100.0
WP_198080947.1	WP_272401256.1	100.0
WP_171251031.1	WP_198080947.1	100.0
WP_198080947.1	WP_272342476.1	100.0
WP_198073723.1	WP_198080947.1	99.611
WP_198064314.1	WP_198080947.1	99.611
WP_130111491.1	WP_198080947.1	100.0
WP_198080947.1	WP_265091382.1	99.582
WP_071543116.1	WP_198080947.1	99.429
WP_198080947.1	WP_260797522.1	98.305
WP_198080947.1	WP_279369674.1	100.0
WP_198080947.1	WP_228138089.1	100.0
WP_198080947.1	WP_252322637.1	100.0
WP_198080947.1	WP_260797521.1	100.0
WP_198080947.1	WP_228138786.1	100.0
WP_198080947.1	WP_264753085.1	100.0
WP_060496447.1	WP_094241896.1	99.408
WP_228905266.1	WP_408373215.1	95.806
WP_198432530.1	WP_408373215.1	95.455
WP_059661053.1	WP_408373215.1	96.013
WP_408338736.1	WP_408373215.1	95.681
WP_208453920.1	WP_408373215.1	96.057
WP_175831356.1	WP_408373215.1	95.668
WP_071561591.1	WP_193703692.1	96.296
WP_014386216.1	WP_193703692.1	100.0
WP_004171450.1	WP_193703692.1	96.0
WP_228395682.1	WP_301861952.1	99.712
WP_081013932.1	WP_256381927.1	100.0
WP_138737542.1	WP_256381927.1	98.496
WP_057691087.1	WP_133447470.1	100.0
WP_057691087.1	WP_057692513.1	100.0
WP_057691087.1	WP_148792969.1	100.0
WP_057066348.1	WP_057691087.1	100.0
WP_057691087.1	WP_078208045.1	100.0
WP_057691087.1	WP_198131398.1	100.0
WP_002108265.1	WP_057691087.1	100.0
WP_057690140.1	WP_057691087.1	100.0
WP_057691087.1	WP_068920957.1	100.0
WP_057691087.1	WP_198073723.1	99.679
WP_057691087.1	WP_198064314.1	99.679
WP_057691087.1	WP_057694244.1	100.0
WP_057691087.1	WP_099769520.1	100.0
WP_057691087.1	WP_099755447.1	100.0
WP_057691087.1	WP_272401256.1	100.0
WP_057691087.1	WP_171251031.1	100.0
WP_057691087.1	WP_272342476.1	100.0
WP_057691087.1	WP_130111491.1	100.0
WP_057691087.1	WP_265091382.1	99.582
WP_057691087.1	WP_071543116.1	99.565
WP_057691087.1	WP_260797522.1	98.707
WP_057691087.1	WP_279369674.1	100.0
WP_057691087.1	WP_228138089.1	100.0
WP_057691087.1	WP_252322637.1	100.0
WP_057691087.1	WP_260797521.1	100.0
WP_045126359.1	WP_334475533.1	99.111
WP_129639785.1	WP_316505700.1	99.748
WP_161586114.1	WP_312590389.1	98.658
WP_237728422.1	WP_312590389.1	98.113
WP_024716280.1	WP_046160330.1	96.855
WP_024716280.1	WP_164971728.1	96.017
WP_024716280.1	WP_081719951.1	100.0
WP_024716280.1	WP_129134462.1	95.87
WP_193055528.1	WP_214593189.1	95.866
WP_014343474.1	WP_214593189.1	96.641
WP_157845837.1	WP_214593189.1	96.641
WP_214593189.1	WP_330190108.1	96.641
WP_074160419.1	WP_214593189.1	96.382
WP_214593189.1	WP_319839101.1	96.382
WP_214593189.1	WP_355493117.1	96.382
WP_214593189.1	WP_407205213.1	96.641
WP_214593189.1	WP_348636537.1	96.466
WP_214593189.1	WP_253603391.1	96.429
WP_214593189.1	WP_407210669.1	96.154
WP_196317507.1	WP_214593189.1	97.561
WP_214593189.1	WP_308378298.1	97.059
WP_210472969.1	WP_214593189.1	97.5
WP_201282763.1	WP_214593189.1	97.396
WP_210531048.1	WP_214593189.1	97.175
WP_179255563.1	WP_214593189.1	95.429
WP_214593189.1	WP_224267728.1	98.052
WP_214593189.1	WP_310628791.1	95.333
WP_214593189.1	WP_226659826.1	97.917
WP_214593189.1	WP_264928071.1	97.692
WP_180354942.1	WP_214593189.1	97.638
WP_183129369.1	WP_214593189.1	97.368
WP_214593189.1	WP_238142485.1	97.403
WP_214593189.1	WP_218452272.1	97.368
WP_202181198.1	WP_214593189.1	97.436
WP_224588724.1	WP_228394520.1	99.342
WP_228394520.1	WP_235360718.1	98.684
WP_021677045.1	WP_099809510.1	98.582
WP_013815599.1	WP_099809510.1	98.454
WP_050875706.1	WP_219656451.1	98.276
WP_100013709.1	WP_281802813.1	99.725
WP_305802986.1	WP_419596336.1	100.0
WP_293653216.1	WP_419596336.1	100.0
WP_419592270.1	WP_419596336.1	100.0
WP_294045927.1	WP_419596336.1	100.0
WP_419596336.1	WP_419652288.1	100.0
WP_293647654.1	WP_419596336.1	100.0
WP_294042005.1	WP_419596336.1	100.0
WP_149377096.1	WP_262864143.1	99.528
WP_149377096.1	WP_193863117.1	99.214
WP_149377096.1	WP_342168179.1	99.057
WP_149377096.1	WP_228932412.1	98.899
WP_149377096.1	WP_285160115.1	98.742
WP_088244081.1	WP_149377096.1	98.428
WP_133816106.1	WP_149377096.1	95.755
WP_036869330.1	WP_315361942.1	99.174
WP_036869330.1	WP_278512127.1	97.521
WP_157838700.1	WP_347532350.1	99.715
WP_157838700.1	WP_271986373.1	99.715
WP_157838700.1	WP_195307394.1	98.291
WP_157838700.1	WP_195641627.1	98.006
WP_261383569.1	WP_371714766.1	99.157
WP_261383569.1	WP_408099665.1	97.5
WP_002009255.1	WP_023896950.1	98.425
WP_017897252.1	WP_023896950.1	97.638
WP_001171041.1	WP_023896950.1	97.638
WP_023896950.1	WP_061875045.1	97.638
WP_004747622.1	WP_023896950.1	96.063
WP_098361237.1	WP_098365690.1	98.052
WP_029492851.1	WP_088336653.1	98.854
WP_029492851.1	WP_339011639.1	98.281
WP_029492851.1	WP_338952325.1	96.562
WP_011016192.1	WP_029492851.1	95.415
WP_029492851.1	WP_270465813.1	95.989
WP_107653150.1	WP_135906807.1	99.369
WP_107653150.1	WP_245520792.1	99.307
WP_243081038.1	WP_302488463.1	99.533
WP_243002605.1	WP_302488463.1	99.492
WP_013691806.1	WP_126242932.1	98.336
WP_198015427.1	WP_272487607.1	99.387
WP_256205732.1	WP_258606145.1	99.231
WP_139194218.1	WP_139329165.1	99.676
WP_124183479.1	WP_128538996.1	99.789
WP_128538996.1	WP_151896129.1	99.789
WP_128538996.1	WP_171895459.1	99.789
WP_128538996.1	WP_147402447.1	99.578
WP_124131922.1	WP_128538996.1	99.789
WP_104499304.1	WP_228301739.1	99.77
WP_165198475.1	WP_254892465.1	96.552
WP_032056928.1	WP_045126360.1	96.864
WP_045126360.1	WP_086497479.1	95.47
WP_212431496.1	WP_370136733.1	99.378
WP_197803531.1	WP_234529051.1	99.0
WP_166444756.1	WP_197803531.1	96.333
WP_103289715.1	WP_175653964.1	97.68
WP_103289715.1	WP_201018178.1	96.134
WP_125563761.1	WP_194868662.1	99.706
WP_005915858.1	WP_032848575.1	95.706
WP_032848575.1	WP_088388793.1	96.319
WP_252322637.1	WP_260797521.1	100.0
WP_260797521.1	WP_279369674.1	100.0
WP_228138089.1	WP_260797521.1	100.0
WP_260797521.1	WP_265091382.1	100.0
WP_130111491.1	WP_260797521.1	100.0
WP_228138786.1	WP_260797521.1	100.0
WP_260797521.1	WP_272342476.1	100.0
WP_171251031.1	WP_260797521.1	100.0
WP_260797521.1	WP_272401256.1	100.0
WP_099755447.1	WP_260797521.1	100.0
WP_099769520.1	WP_260797521.1	100.0
WP_057694244.1	WP_260797521.1	100.0
WP_133447470.1	WP_260797521.1	100.0
WP_057066348.1	WP_260797521.1	100.0
WP_057692513.1	WP_260797521.1	100.0
WP_198073723.1	WP_260797521.1	100.0
WP_057690140.1	WP_260797521.1	100.0
WP_099770223.1	WP_260797521.1	100.0
WP_078208045.1	WP_260797521.1	100.0
WP_198131398.1	WP_260797521.1	100.0
WP_148792969.1	WP_260797521.1	100.0
WP_068920957.1	WP_260797521.1	100.0
WP_099745566.1	WP_260797521.1	100.0
WP_260797521.1	WP_264515957.1	100.0
WP_198064314.1	WP_260797521.1	100.0
WP_002108265.1	WP_260797521.1	100.0
WP_086379547.1	WP_260797521.1	100.0
WP_260797521.1	WP_348916518.1	98.837
WP_260797521.1	WP_264753085.1	100.0
WP_260797521.1	WP_427775339.1	98.551
WP_034022684.1	WP_274978841.1	98.442
WP_274978841.1	WP_316144970.1	97.508
WP_170050538.1	WP_274978841.1	97.712
WP_182279501.1	WP_347043205.1	99.703
WP_293588781.1	WP_315547913.1	97.101
WP_278587533.1	WP_315547913.1	96.377
WP_024742587.1	WP_159260222.1	100.0
WP_014343474.1	WP_253603391.1	99.611
WP_074160419.1	WP_253603391.1	99.222
WP_253603391.1	WP_407210606.1	99.6
WP_253603391.1	WP_330190108.1	95.816
WP_253603391.1	WP_407210885.1	99.554
WP_157845837.1	WP_253603391.1	99.554
WP_253603391.1	WP_407205213.1	99.554
WP_253603391.1	WP_319839101.1	99.107
WP_253603391.1	WP_355493117.1	99.107
WP_179255563.1	WP_253603391.1	100.0
WP_253603391.1	WP_407210669.1	100.0
WP_253603391.1	WP_310628791.1	100.0
WP_253603391.1	WP_410028803.1	96.078
WP_253603391.1	WP_348636537.1	98.333
WP_202181198.1	WP_253603391.1	95.0
WP_196317507.1	WP_253603391.1	97.619
WP_253603391.1	WP_308378298.1	97.561
WP_210472969.1	WP_253603391.1	97.297
WP_201282763.1	WP_253603391.1	96.552
WP_122681761.1	WP_175653968.1	95.604
WP_015646523.1	WP_074391576.1	97.382
WP_029171415.1	WP_074391576.1	95.812
WP_016847851.1	WP_253593493.1	99.303
WP_172646090.1	WP_253593493.1	98.955
WP_016122008.1	WP_098508850.1	97.085
WP_180911129.1	WP_319908572.1	99.555
WP_016895096.1	WP_074248622.1	99.84
WP_096113011.1	WP_248671569.1	96.618
WP_216944484.1	WP_331403159.1	98.607
WP_140460614.1	WP_203793576.1	100.0
WP_157009769.1	WP_288287895.1	98.976
WP_157009769.1	WP_286869155.1	98.976
WP_093090990.1	WP_174827684.1	95.57
WP_160973518.1	WP_271880591.1	95.575
WP_022011571.1	WP_032952916.1	99.281
WP_022011571.1	WP_217316081.1	99.01
WP_180354942.1	WP_201282763.1	100.0
WP_180354942.1	WP_210472969.1	100.0
WP_180354942.1	WP_210531048.1	100.0
WP_180354942.1	WP_264928071.1	100.0
WP_180354942.1	WP_196317507.1	100.0
WP_180354942.1	WP_226659826.1	100.0
WP_180354942.1	WP_224267728.1	100.0
WP_180354942.1	WP_308378298.1	99.213
WP_180354942.1	WP_348636537.1	100.0
WP_180354942.1	WP_410028803.1	100.0
WP_180354942.1	WP_407205213.1	100.0
WP_180354942.1	WP_319839101.1	100.0
WP_157845837.1	WP_180354942.1	100.0
WP_180354942.1	WP_355493117.1	100.0
WP_014343474.1	WP_180354942.1	100.0
WP_074160419.1	WP_180354942.1	100.0
WP_180354942.1	WP_330190108.1	100.0
WP_180354942.1	WP_193055528.1	97.638
WP_180354942.1	WP_183129369.1	100.0
WP_180354942.1	WP_238142485.1	100.0
WP_180354942.1	WP_218452272.1	100.0
WP_409424611.1	WP_413401229.1	100.0
WP_106485366.1	WP_213059509.1	99.643
WP_045616269.1	WP_213059509.1	99.524
WP_213059509.1	WP_275257223.1	99.524
WP_213059509.1	WP_241701853.1	99.405
WP_213059509.1	WP_311095088.1	99.167
WP_213059509.1	WP_353418394.1	99.405
WP_065186903.1	WP_213059509.1	99.048
WP_137230135.1	WP_213059509.1	98.69
WP_021539890.1	WP_213059509.1	98.095
WP_205939662.1	WP_213059509.1	96.071
WP_000651083.1	WP_233368112.1	96.667
WP_000651083.1	WP_007666384.1	96.667
WP_198073723.1	WP_265091382.1	100.0
WP_265091382.1	WP_272401256.1	99.582
WP_171251031.1	WP_265091382.1	99.582
WP_265091382.1	WP_272342476.1	99.582
WP_130111491.1	WP_265091382.1	99.582
WP_099755447.1	WP_265091382.1	99.582
WP_057694244.1	WP_265091382.1	99.582
WP_057692513.1	WP_265091382.1	99.582
WP_099769520.1	WP_265091382.1	99.582
WP_133447470.1	WP_265091382.1	99.582
WP_057690140.1	WP_265091382.1	99.582
WP_057066348.1	WP_265091382.1	99.582
WP_198064314.1	WP_265091382.1	100.0
WP_148792969.1	WP_265091382.1	99.582
WP_078208045.1	WP_265091382.1	99.582
WP_068920957.1	WP_265091382.1	99.582
WP_198131398.1	WP_265091382.1	99.582
WP_002108265.1	WP_265091382.1	99.582
WP_071543116.1	WP_265091382.1	98.726
WP_260797522.1	WP_265091382.1	97.484
WP_265091382.1	WP_279369674.1	99.27
WP_228138089.1	WP_265091382.1	98.99
WP_252322637.1	WP_265091382.1	98.947
WP_228138786.1	WP_265091382.1	100.0
WP_264753085.1	WP_265091382.1	100.0
WP_105134489.1	WP_277291519.1	96.443
WP_029171414.1	WP_277291519.1	96.429
WP_205013730.1	WP_277291519.1	96.047
WP_136628083.1	WP_277291519.1	95.652
WP_105120615.1	WP_277291519.1	96.443
WP_029866214.1	WP_169628632.1	96.373
WP_123378055.1	WP_151943148.1	96.19
WP_024648495.1	WP_083184256.1	99.869
WP_063437862.1	WP_262814853.1	99.784
WP_045260802.1	WP_262814853.1	99.784
WP_063957943.1	WP_262814853.1	98.704
WP_121426038.1	WP_262814853.1	98.704
WP_262814853.1	WP_264881896.1	98.704
WP_262814853.1	WP_320460645.1	96.104
WP_216955061.1	WP_247822360.1	98.177
WP_014343474.1	WP_348636537.1	99.647
WP_074160419.1	WP_348636537.1	99.647
WP_157845837.1	WP_348636537.1	99.647
WP_319839101.1	WP_348636537.1	99.647
WP_348636537.1	WP_410028803.1	99.647
WP_348636537.1	WP_355493117.1	99.293
WP_330190108.1	WP_348636537.1	99.647
WP_348636537.1	WP_407205213.1	99.293
WP_196317507.1	WP_348636537.1	100.0
WP_308378298.1	WP_348636537.1	99.51
WP_210472969.1	WP_348636537.1	100.0
WP_201282763.1	WP_348636537.1	100.0
WP_210531048.1	WP_348636537.1	100.0
WP_224267728.1	WP_348636537.1	100.0
WP_226659826.1	WP_348636537.1	100.0
WP_264928071.1	WP_348636537.1	100.0
WP_348636537.1	WP_407210885.1	95.42
WP_348636537.1	WP_407210606.1	95.42
WP_183129369.1	WP_348636537.1	100.0
WP_348636537.1	WP_407210669.1	99.038
WP_238142485.1	WP_348636537.1	100.0
WP_218452272.1	WP_348636537.1	100.0
WP_179255563.1	WP_348636537.1	98.592
WP_310628791.1	WP_348636537.1	97.143
WP_145242843.1	WP_309038205.1	96.164
WP_001300996.1	WP_001326971.1	99.678
WP_001300996.1	WP_097482793.1	98.392
WP_072012561.1	WP_116186197.1	97.531
WP_086274648.1	WP_222069510.1	97.303
WP_144028193.1	WP_227471328.1	98.529
WP_045523957.1	WP_331403163.1	98.378
WP_331403163.1	WP_368182356.1	97.283
WP_226091975.1	WP_326488255.1	98.865
WP_089444674.1	WP_198108038.1	97.674
WP_089444674.1	WP_175909180.1	95.349
WP_080426688.1	WP_081333390.1	99.43
WP_052131880.1	WP_242423183.1	98.291
